"","Centre_cat","theta_MAT","Level_MAT","theta_READ","Level_READ","Region","Age","Gender","Centre_type","Context","strat","E6F1","E6F2","E6F6a","E6F15","E6F16","E6F7","E6F8","E6F9","E6F10","E6F11","E6F12","E6F13","E6F14","E6F17","E6F18","E6F18a","E6F19a","E6F19","E6F20","E6F21","E6F3","E6F4","E6F5a","E6F22","E6F22a_5","E6F22a_1","E6F22a_2","E6F22a_3","E6F22a_4","E6F26a","E6F26","E6F25","E6F25a","E6F25a_1","E6F25a_3_1","E6F25a_3_2","E6F25a_3_3","E6F25a_3_4","E6F25a_3_5","E6CF25a_2_1","E6CF25a_2_2","E6CF25a_2_3","E6CF25a_2_4","E6CF25a_2_5","E6Co1","E6Co2_1","E6Co2_2","E6Co2_3","E6Co2_4","E6Co2_5","E6Co2_6","E6Co2_7","E6Co2_8","E6Co2_9","E6Co3","E6Co4","E6Co5","E6Co6_1","E6Co6_2","E6Co6_3","E6Co6_4","E6Co6_5","E6Co6_6","E6Co7_1","E6Co7_2","E6Co7_3","E6Co7_4","E6Co8_1","E6Co8_2","E6Co8_3","E6Co8_4","E6Co9_1","E6Co9_2","E6Co9_3","E6Co9_4","E6Co9_5","E6Co9_6","E6C47c_1","E6C47c_3","E6C47c_6","E6C47c_7","E6C47c_8","E6C47c_11","E6C47c_12","E6C47c_9","E6C47c_13","E6Co10_1","E6Co10_2","E6Co10_3","E6Co10_4","E6Co11","E6Co12_1","E6Co12_2","E6Co12_3","E6Co12_4","E6F34_1","E6F34_2","E6F34_3","E6F34_4","E6F34_5","E6F34_6","E6C36_1","E6C36_2","E6C36m_6","E6C36m_7","E6C36a_8","E6F37_1","E6F37_2","E6F37_3","E6C42a","E6C40m_1","E6C40m_2","E6C40m_3","E6C40m_4","E6C40m_5","E6C44m_1","E6C44m_2","E6C44m_3","E6C46a_2","E6C46m_1","E6C46a_3","E6C46m_4","E6C43a","E6C43","E6C48_1","E6C48_2","E6C48_3","E6C48_4","E6C48_5","E6C42_1","E6C42_2","E6C42_3","E6C42_4","E6C42_5","E6F32","E6F33","Attendance","ES1_1","ES1_2","ES1_3","ES1_4","ES1_5","ES1_6","ES3_1","ES3_2","ES3_3","ES3_4","ES3_5","ES2_1","ES2_2","ES2_3","ES2_4","ES4_1","ES4_2","ES4_3","ES4_4","ES4_5","ES5_1","ES5_2","ES5_3","ES5_4","ES5_5","ES6_1","ES6_2","ES6_3","ES6_4","ES6_5","ES6_6","ES7_1","ES7_2","ES7_3","ES7_4","ES7_5","ES8_1","ES8_2","ES8_3","ES8_4","ES8_5","ES8_6","BE1_1","BE1_2","BE1_3","BE1_4","BE1_5","BE1_6","BE1_7","BE1_8"
"5325","Q5",-0.927971917235464,"2",0.54444499375547,"4","Interior",11,"F","PRIVADO","PRIVADO","3","2","2","1","3","1","1","1","2","2","2","2","2","2","1","1","2","1","1","1","1","1","1","96","5","1","3","1","4","1","2","1","4","3","2","96","96","96","96","96","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","2","1","2","1","1","2","2","4","2","3","3","3","4","1","2","3","3","2","1","1","1","2","2","2","1","2","3","2","3","4","1","2","4","1","4","3","3","3","4","3","2","3","2","4","4","4","3","4","2","1","2","2","2","1","1","2","4","4","4","2","1","1","1","1","2","3","2","2","3","3","1","3","4","4","1","96","regularly","4","4","4","4","4","4","4","2","1","3","3","2","4","1","1","1","1","1","2","1","4","4","4","3","3","3","3","2","2","3","4","3","3","4","2","3","2","3","2","1","2","1","3","3","4","2","3","2","4","4"
"5326","Q5",0.724124765975677,"4",1.28435689292027,"5","Interior",12,"F","PRIVADO","PRIVADO","3","2","3","2","3","2","2","1","2","2","2","2","1","1","1","1","1","2","1","2","3","1","1","96","5","3","3","3","3","1","3","1","1","3","2","96","96","96","96","96","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","1","2","2","1","2","2","2","1","2","2","2","2","4","2","3","3","2","3","1","2","3","3","2","1","1","1","2","2","2","1","2","4","4","4","4","1","4","4","4","4","3","2","3","4","2","2","4","3","4","4","4","4","4","4","1","3","2","4","1","3","3","2","2","1","2","1","1","2","96","4","4","2","3","3","4","4","4","4","3","1","96","regularly","3","1","1","3","3","4","3","2","1","3","4","2","3","1","2","3","1","2","3","1","3","3","4","3","4","2","3","3","4","3","1","2","4","1","2","1","2","1","3","3","3","3","3","1","1","4","1","3","1","1"
"5327","Q5",2.25153967612656,"5",0.103856078724334,"4","Interior",11,"M","PRIVADO","PRIVADO","3","1","2","1","5","2","1","1","2","2","2","2","1","1","1","1","1","2","1","1","3","1","1","96","5","1","3","1","1","1","1","1","2","1","2","96","96","96","96","96","0","0","0","0","1","1","0","0","0","0","0","1","0","0","1","1","1","1","1","1","2","2","1","2","1","1","1","2","4","1","1","1","2","2","1","2","4","3","2","1","2","2","2","2","2","2","2","2","2","3","4","1","2","1","4","1","2","3","2","4","3","3","4","4","3","4","2","4","3","4","1","2","1","1","1","1","2","2","1","3","3","3","2","2","96","1","1","1","1","1","2","1","1","3","2","2","2","regularly","3","4","4","2","3","4","4","2","2","4","3","2","4","2","1","1","3","2","1","2","4","4","4","3","3","4","4","4","2","2","1","3","4","4","3","3","3","1","1","1","3","2","4","3","4","4","3","3","4","4"
"5328","Q1",-0.567447469339159,"2",0.54444499375547,"4","Interior",12,"F","Aprender","Urbano Quintil 1","4","2","3","1","6","3","1","1","2","2","1","2","2","2","1","1","1","2","1","1","1","1","1","96","5","4","3","2","1","1","2","2","96","96","96","96","96","96","96","96","96","96","96","96","96","2","96","96","96","96","96","96","96","96","96","1","1","2","1","2","1","2","1","2","1","1","2","2","4","2","2","2","4","3","1","2","2","4","2","1","1","1","2","2","2","1","2","4","4","2","4","1","4","4","1","4","2","3","2","4","2","1","3","4","4","4","4","4","4","4","1","2","4","4","4","4","2","4","4","4","4","1","1","1","3","1","4","1","2","2","3","3","3","4","2","1","96","regularly","4","1","4","4","4","4","4","1","1","4","4","2","4","2","2","1","1","1","3","1","2","1","2","3","3","4","4","4","3","4","4","1","1","1","3","1","4","1","4","1","1","1","4","3","3","4","2","4","4","3"
"5329","Q1",0.415568102011962,"3",-0.0973502809930885,"4","Interior",11,"F","Aprender","Urbano Quintil 1","4","2","2","3","6","4","1","1","2","2","2","2","2","2","1","2","1","2","1","1","2","3","1","96","5","1","3","2","1","1","3","1","2","1","2","96","96","96","96","96","1","0","0","0","0","1","0","1","1","0","0","0","1","0","1","1","1","1","1","2","2","2","2","2","1","1","1","2","1","1","2","2","2","2","1","2","2","2","1","1","1","1","2","2","2","2","2","3","3","4","4","1","3","3","2","3","3","3","2","4","3","3","4","2","4","4","3","4","4","4","2","2","2","2","2","2","4","4","4","4","2","1","2","2","96","3","3","2","2","3","4","3","4","4","3","1","96","regularly","3","2","3","3","4","4","4","3","2","3","4","4","4","2","2","2","1","1","2","2","3","3","4","4","3","3","4","2","3","3","2","4","3","4","3","4","2","3","2","1","2","1","4","4","4","4","3","3","4","4"
"5330","Q4",-0.509953092253274,"2",-1.77752153604951,"2","Interior",11,"M","UC","Urbano Quintil 5","3","1","2","1","6","4","1","1","2","2","1","2","2","1","1","1","1","1","1","1","1","2","1","96","1","3","3","4","1","1","3","2","96","96","96","96","96","96","96","96","96","96","96","96","96","1","0","0","0","0","1","0","0","0","0","1","1","3","1","1","2","1","1","1","1","1","1","2","2","3","4","4","3","2","2","3","2","1","1","1","1","1","2","1","2","1","1","2","3","4","4","2","4","4","4","4","3","4","2","4","3","3","3","3","2","3","1","2","3","3","2","4","3","4","3","3","3","4","3","1","1","2","3","2","96","3","3","4","3","3","3","3","4","4","4","1","96","regularly","3","2","4","2","2","4","3","3","1","4","3","4","3","2","4","2","1","2","4","2","3","4","3","2","3","3","4","3","4","4","3","4","2","3","2","1","2","1","4","3","3","1","3","2","4","1","2","4","4","3"
"5331","Q2",-0.306971890170154,"3",-1.65306625823552,"2","Interior",11,"F","Aprender","Urbano Quintil 2","3","2","2","1","5","3","1","1","2","2","2","2","1","2","1","1","2","2","2","1","3","1","1","96","5","1","2","4","4","4","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","2","96","96","96","96","96","96","96","96","96","3","1","1","2","2","1","2","2","1","2","1","1","2","4","3","2","1","2","4","1","2","3","2","1","1","1","1","2","2","2","1","2","2","2","3","4","3","2","3","2","4","3","2","2","4","4","1","3","3","4","3","2","2","2","3","1","2","2","2","3","4","2","2","2","2","2","1","2","2","96","3","3","2","3","2","3","2","2","3","1","1","96","regularly","4","3","3","3","4","3","4","2","2","3","4","3","4","3","2","3","2","3","4","3","4","4","4","3","3","3","4","3","3","2","4","4","2","1","3","4","4","3","4","3","4","3","3","2","1","3","4","3","4","3"
"5332","Q2",-0.695964009747855,"2",-1.22429557526421,"2","Interior",12,"F","Aprender","Urbano Quintil 1","4","2","3","1","4","2","1","1","2","2","2","2","2","2","1","1","1","2","1","1","2","1","1","96","2","1","4","1","1","4","1","2","96","96","96","96","96","96","96","96","96","96","96","96","96","2","96","96","96","96","96","96","96","96","96","3","1","1","1","1","2","2","1","2","1","1","2","2","2","1","2","2","2","3","2","2","3","3","1","1","2","1","2","2","2","2","2","2","3","2","3","1","4","4","4","2","2","2","3","3","3","1","2","2","2","2","1","2","2","2","1","2","2","2","2","3","1","2","2","1","1","1","1","2","96","2","2","2","2","3","3","2","3","4","1","1","96","regularly","1","1","3","2","1","3","1","2","1","1","2","3","3","4","3","4","2","3","3","1","3","4","3","3","3","1","3","1","2","1","1","3","3","2","1","3","3","2","3","2","3","3","3","2","1","3","1","2","1","1"
"5333","Q3",0.240652644357806,"3",0.371794854416286,"4","Montevideo",12,"F","TC","Urbano Quintil 4","2","2","3","2","8","2","1","2","1","1","1","1","2","1","1","1","1","2","1","1","1","1","1","96","5","1","3","1","1","1","3","1","1","1","1","1","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","1","1","1","2","1","2","2","2","1","2","1","1","1","2","4","2","2","3","3","2","1","2","2","4","2","2","1","2","2","2","2","2","2","4","4","4","4","2","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","2","3","3","3","3","3","4","4","1","1","1","1","2","96","4","4","2","3","1","4","4","4","4","4","1","96","regularly","3","4","4","4","4","4","4","4","4","4","4","2","4","3","2","1","1","1","2","1","4","3","4","4","4","4","4","4","3","4","3","3","3","3","3","3","2","4","1","1","2","1","4","4","4","4","4","4","3","4"
"5334","Q5",1.88143424087641,"5",1.94179491831681,"6","Montevideo",11,"F","PRIVADO","PRIVADO","4","2","2","1","5","3","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","2","1","96","5","1","3","4","4","4","3","1","2","1","2","96","96","96","96","96","1","0","0","0","0","1","0","1","1","1","1","1","1","1","0","1","1","2","2","2","1","2","2","2","1","1","1","2","4","3","1","3","3","4","3","3","3","4","2","2","1","1","2","1","2","2","2","4","3","3","4","1","3","4","4","4","3","3","4","3","3","3","3","2","3","3","3","4","3","2","1","3","3","3","3","1","2","3","3","3","1","1","1","1","1","1","2","1","1","1","3","4","3","3","3","1","96","regularly","3","4","4","3","4","4","3","2","2","4","4","4","3","1","1","1","1","2","1","1","3","4","4","3","3","4","3","3","2","3","3","2","4","3","3","3","2","1","1","1","2","3","4","3","2","2","1","3","2","3"
"5335","Q4",0.207224093967731,"3",0.44976725110566,"4","Interior",12,"F","UC","Urbano Quintil 5","3","2","3","1","4","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","2","1","1","96","5","1","3","4","4","1","2","2","96","96","96","96","96","96","96","96","96","96","96","96","96","2","96","96","96","96","96","96","96","96","96","1","1","2","1","1","1","1","1","2","1","1","1","2","3","2","4","4","3","3","1","2","3","4","2","1","1","1","2","2","2","2","2","2","2","3","4","2","3","4","2","4","3","3","4","3","3","2","4","4","4","4","2","3","4","4","1","4","2","4","3","2","2","2","4","2","2","1","2","2","96","2","3","3","2","2","4","2","3","4","4","1","96","regularly","3","4","3","4","4","4","3","2","2","3","4","3","3","2","2","1","2","1","1","2","4","4","4","4","3","4","4","3","3","3","4","4","2","2","3","4","2","2","3","3","3","1","3","3","2","4","4","3","4","3"
"5336","Q5",0.461291708249425,"3",0.222036332200296,"4","Interior",11,"F","PR-HP","Urbano Quintil 5","4","2","2","1","5","3","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","96","5","1","3","4","1","1","3","1","2","1","1","0","0","1","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","1","1","2","1","2","2","2","1","2","1","1","2","2","3","2","4","3","3","3","2","3","4","4","2","2","1","1","2","1","2","1","1","4","4","4","4","2","3","3","3","4","2","3","2","4","3","2","4","4","4","4","4","4","4","4","1","2","3","3","4","4","3","4","4","1","3","2","2","1","3","1","3","1","2","3","4","4","4","4","4","1","96","regularly","3","4","4","3","4","4","4","3","3","4","4","2","4","2","2","1","1","1","2","1","4","3","4","4","4","4","4","3","3","3","3","3","2","4","3","2","3","1","2","1","2","1","4","4","4","4","4","3","3","4"
"5337","Q5",-0.479131399706571,"2",-1.14700848370425,"2","Interior",12,"M","PR-HP","Urbano Quintil 5","3","1","3","2","4","2","1","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","1","96","5","1","3","3","3","1","2","1","2","1","1","1","0","1","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","0","1","1","1","1","1","1","1","2","1","1","1","1","2","2","3","3","4","3","4","4","3","4","4","4","2","1","1","1","2","2","2","1","2","4","4","4","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1","4","4","4","4","4","4","4","4","4","4","4","4","1","3","4","4","4","4","4","4","4","4","4","4","1","96","regularly","4","4","4","3","4","4","4","4","3","4","4","4","4","3","4","2","1","1","2","1","4","4","4","4","4","4","4","4","3","3","4","3","4","4","3","4","3","2","2","1","2","2","4","3","4","4","3","4","4","4"
"5338","Q5",0.625726351786901,"4",1.38303138133399,"6","Interior",12,"F","PR-HP","Urbano Quintil 5","3","2","3","1","3","1","1","2","2","2","2","1","2","2","1","1","1","2","1","1","1","2","1","96","5","1","3","2","1","1","3","1","2","3","1","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","1","1","1","1","1","2","1","2","1","2","1","2","1","1","1","2","2","2","1","1","1","3","1","3","2","4","2","1","1","1","2","2","1","1","1","3","3","4","4","2","1","1","1","1","3","4","3","3","3","3","4","4","4","4","3","3","4","4","1","3","1","3","3","3","3","4","4","1","1","2","3","1","3","3","4","3","3","3","4","4","3","3","2","1","96","regularly","4","3","4","4","4","4","4","4","3","4","4","2","4","2","1","1","1","1","1","1","3","4","4","4","4","3","3","1","4","4","2","4","4","4","3","3","1","1","2","1","2","1","4","3","2","4","4","4","3","2"
"5339","Q4",-1.0296763806824,"2",1.13595703587492,"5","Interior",12,"M","UC","Urbano Quintil 5","3","1","3","1","3","1","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","96","6","1","3","1","1","1","4","1","2","4","2","96","96","96","96","96","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","2","2","2","2","2","1","2","1","1","1","2","3","2","1","1","1","1","1","3","2","4","2","1","2","1","2","2","1","2","1","4","4","4","4","1","1","1","1","1","3","3","2","4","4","4","4","4","4","4","4","4","4","4","1","4","4","4","4","4","4","4","4","4","4","4","4","2","96","4","4","4","1","4","4","4","4","4","1","1","96","regularly","4","2","3","4","4","3","4","4","3","2","4","1","4","2","1","1","1","1","1","1","2","3","2","3","3","3","4","2","3","4","2","3","1","2","4","2","1","1","1","1","1","1","4","3","4","2","3","3","1","4"
"5340","Q3",0.290205488377638,"3",-0.85815281991478,"3","Interior",12,"F","UC","Urbano Quintil 3","3","2","3","1","4","3","1","2","2","2","2","2","2","2","1","1","1","2","1","1","1","1","1","96","2","1","4","3","4","1","2","1","3","3","1","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","2","1","2","1","2","2","2","1","2","1","1","1","2","2","2","1","3","2","2","2","2","3","2","1","2","1","1","2","2","2","1","2","3","4","3","3","2","2","2","2","2","3","3","2","3","2","3","2","3","4","3","2","3","3","3","2","2","3","2","3","3","3","2","4","1","1","1","1","2","96","1","2","2","2","2","4","4","3","4","3","1","96","regularly","4","2","4","4","4","4","4","4","3","4","4","1","4","3","1","1","1","1","1","1","3","3","1","4","4","4","4","3","3","3","1","3","4","4","3","3","1","1","1","1","2","1","4","4","4","4","3","4","3","4"
"5341","Q3",0.00156331614904913,"3",-1.60857799275881,"2","Interior",12,"M","PR-HP","Urbano Quintil 2","4","1","3","1","10","2","1","1","1","1","1","1","2","2","2","1","1","2","1","1","2","1","1","96","3","4","1","3","4","2","2","2","96","96","96","96","96","96","96","96","96","96","96","96","96","2","96","96","96","96","96","96","96","96","96","1","1","1","1","2","2","2","1","2","1","1","2","2","1","2","1","2","2","1","1","1","2","4","2","2","1","1","2","2","2","2","2","2","3","1","3","3","1","1","3","1","2","2","2","2","1","2","2","2","2","2","2","1","3","4","1","1","1","1","1","2","2","1","2","1","1","1","1","2","96","1","2","2","2","2","2","1","4","1","2","1","96","regularly","3","1","3","1","3","2","2","1","2","2","3","3","1","2","3","1","2","1","3","2","3","1","1","1","3","2","2","1","4","1","1","1","1","1","1","2","3","1","2","1","1","2","4","1","4","4","3","2","1","4"
"5342","Q2",0.895715125735588,"4",0.328219313127014,"4","Interior",11,"M","Aprender","Urbano Quintil 2","4","1","2","2","5","3","1","2","2","2","2","2","2","2","1","1","1","2","1","1","1","2","1","96","3","1","3","1","2","4","3","1","1","2","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","2","2","2","2","1","2","1","1","2","2","2","1","1","1","3","4","1","4","2","4","2","1","1","1","2","2","2","2","2","4","4","4","4","2","4","4","4","3","3","4","3","4","3","3","4","4","4","4","4","4","4","4","1","2","2","2","3","4","3","4","4","4","3","3","2","2","96","2","4","3","3","4","4","3","4","4","3","1","96","regularly","4","2","4","3","2","4","4","3","3","4","4","3","4","1","2","1","1","1","3","3","4","4","2","3","4","4","4","2","3","3","3","2","4","2","3","4","3","4","1","2","3","2","3","4","4","4","3","2","2","4"
"5343","Q2",-0.64466848408196,"2",-0.199870628051207,"3","Interior",11,"F","Aprender","Urbano Quintil 2","4","2","2","1","6","4","1","1","2","2","2","2","2","2","1","1","1","2","1","1","1","1","1","96","3","1","3","1","1","1","2","1","2","1","1","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","1","2","2","2","2","2","1","2","1","1","1","2","2","1","2","4","4","4","1","4","4","4","2","1","1","1","2","1","2","2","1","4","4","4","4","1","3","4","1","4","2","4","3","4","2","3","4","4","4","4","4","4","4","4","1","2","1","2","3","3","3","4","4","1","2","1","1","2","96","4","4","1","1","2","4","4","4","4","4","1","96","regularly","2","2","3","4","4","4","4","4","2","4","4","2","4","2","2","1","1","1","2","1","4","4","4","4","4","2","4","4","4","4","3","4","4","4","4","4","2","1","1","1","1","1","4","4","4","4","2","4","4","4"
"5344","Q2",-1.01458257684834,"2",-0.393157633990157,"3","Interior",12,"F","UC","Urbano Quintil 3","4","2","3","3","4","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","2","2","3","3","4","3","1","4","1","1","1","2","1","2","96","96","96","96","96","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","1","1","1","1","1","1","2","2","2","1","1","1","1","2","2","1","4","3","3","1","4","4","4","2","1","1","1","2","2","2","1","2","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1","4","4","4","4","4","4","4","4","4","4","4","4","1","1","4","4","4","4","4","4","4","4","4","4","1","96","regularly","4","4","4","4","4","4","4","4","2","4","4","3","4","4","4","1","2","1","2","2","4","4","4","4","4","4","4","4","2","4","4","4","2","4","2","4","4","4","4","4","4","1","4","4","4","4","4","4","4","4"
"5345","Q2",-0.191432993809596,"3",-0.796067285823654,"3","Interior",11,"M","UC","Urbano Quintil 3","4","1","2","1","3","1","1","2","2","2","2","2","2","2","1","1","1","1","1","1","1","4","1","96","5","1","3","1","2","1","2","1","3","4","2","96","96","96","96","96","1","0","0","0","0","2","96","96","96","96","96","96","96","96","96","1","1","1","1","2","2","2","2","2","2","1","2","1","2","2","1","1","4","2","1","2","3","2","1","1","1","1","2","2","2","2","2","1","2","1","4","1","4","1","2","3","1","3","1","3","2","3","3","3","4","4","2","1","2","3","1","3","2","3","2","3","2","4","3","2","2","3","4","2","96","3","2","3","2","4","3","1","4","2","4","1","96","regularly","4","4","4","3","3","4","4","3","3","4","3","1","4","3","3","1","1","2","2","1","4","3","4","2","4","4","3","1","3","3","1","3","2","2","1","3","4","3","3","1","1","3","3","2","3","4","3","2","3","4"
"5346","Q2",-0.401608417764131,"3",-0.48787766982673,"3","Interior",11,"M","Aprender","Urbano Quintil 2","4","1","2","1","3","2","1","1","2","2","2","2","2","2","1","1","1","2","1","1","1","3","1","96","5","1","3","3","1","2","2","1","2","1","2","96","96","96","96","96","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","2","1","2","1","1","2","2","1","2","1","2","2","2","2","3","1","2","3","2","2","3","4","4","2","1","1","1","2","1","2","2","2","4","4","4","4","1","4","3","3","2","3","3","3","3","3","3","4","4","4","4","3","4","3","4","1","3","3","3","3","3","3","3","3","3","2","2","1","1","1","3","3","3","3","3","4","4","4","3","3","2","2","regularly","2","3","2","3","3","4","3","3","2","4","4","2","4","1","2","2","2","3","2","1","2","3","4","3","3","2","3","3","3","3","3","3","2","2","2","2","1","2","2","2","2","1","4","3","4","3","3","4","3","4"
"5347","Q2",-0.911651512191328,"2",-1.86417817781334,"2","Interior",12,"M","Aprender","Urbano Quintil 2","4","1","3","1","1","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","2","2","1","96","6","3","3","3","3","3","3","1","2","2","2","96","96","96","96","96","0","1","1","1","1","1","0","0","1","0","0","0","0","0","0","3","1","1","1","1","2","2","1","2","1","1","1","2","1","1","1","4","3","4","2","4","4","4","2","2","2","2","2","2","2","2","2","3","2","4","4","1","4","4","4","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","1","4","4","4","4","4","4","4","4","1","1","1","1","1","1","4","4","4","4","4","4","2","3","3","3","1","96","regularly","4","4","4","4","4","3","4","4","4","4","4","1","4","4","4","1","1","2","3","1","1","1","4","4","4","2","4","4","4","2","1","4","4","4","4","4","3","1","1","1","2","1","4","4","4","4","4","4","1","4"
"5348","Q4",0.788118445667612,"4",-1.14735682366443,"2","Interior",12,"M","PR-HP","Urbano Quintil 5","4","1","3","3","1","2","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","4","1","96","5","3","3","1","3","1","3","1","2","2","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","2","1","1","2","2","1","2","1","1","1","2","4","2","2","3","3","4","3","4","4","4","2","1","1","1","1","2","1","1","2","4","3","4","4","1","2","2","4","1","3","3","3","4","3","4","4","4","4","4","4","4","4","4","1","3","2","2","4","3","4","4","4","4","3","2","1","2","96","3","4","3","3","3","4","3","4","4","3","1","96","regularly","4","4","3","4","4","4","4","4","3","4","4","3","4","2","1","1","1","1","1","1","3","4","4","4","4","3","4","4","2","3","2","3","4","3","4","4","1","1","3","1","3","1","3","3","3","3","4","4","3","3"
"5349","Q4",2.27072860620247,"5",1.92215021554679,"6","Interior",11,"M","PR-HP","Urbano Quintil 5","4","1","2","2","4","2","2","1","2","2","1","1","2","2","2","1","1","2","1","1","4","1","1","96","3","1","1","2","4","1","2","2","96","96","96","96","96","96","96","96","96","96","96","96","96","2","96","96","96","96","96","96","96","96","96","1","1","2","1","2","2","2","1","2","1","1","1","2","2","1","1","1","4","2","1","3","2","4","2","2","2","1","2","2","2","2","2","3","2","3","3","1","3","1","1","1","2","3","2","3","3","3","4","3","4","4","2","4","3","4","2","3","1","3","2","1","2","4","4","3","3","3","1","2","96","3","3","2","2","1","3","3","3","3","4","1","96","regularly","4","3","3","4","4","4","4","3","3","1","4","2","4","3","2","1","2","1","2","1","3","3","3","1","3","1","3","1","3","1","1","4","2","1","2","4","1","3","1","1","2","2","4","1","3","3","3","3","2","1"
"5351","Q3",-2.01601969417677,"1",0.17768759365066,"4","Interior",12,"M","PR-HP","Urbano Quintil 4","3","1","3","1","3","1","2","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","96","3","1","3","3","3","1","2","1","2","2","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","2","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","4","4","4","1","4","1","3","2","1","1","1","1","1","1","2","1","4","4","4","4","2","4","4","4","4","2","2","2","2","2","2","4","4","4","4","4","4","4","4","1","1","1","1","1","2","1","1","4","2","2","2","2","2","96","1","1","1","1","2","4","4","4","4","4","1","96","regularly","3","4","2","4","4","4","4","4","3","3","4","1","4","3","2","2","1","1","2","1","4","4","4","4","4","2","4","4","3","1","1","1","2","1","1","4","2","2","3","2","3","1","4","4","4","4","2","4","4","2"
"5352","Q3",-0.0882424337191639,"3",0.328219313127014,"4","Interior",12,"F","PR-HP","Urbano Quintil 4","3","2","3","1","4","2","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","3","2","1","5","1","3","1","1","1","2","1","2","1","2","96","96","96","96","96","1","0","0","0","0","2","96","96","96","96","96","96","96","96","96","1","1","1","1","1","2","2","1","2","1","1","1","2","3","1","2","3","3","1","1","4","4","4","2","1","1","1","2","2","2","2","2","4","4","4","4","2","4","4","4","2","3","4","3","4","2","4","4","4","4","4","4","4","4","4","1","2","4","4","2","4","4","4","4","1","1","2","2","2","96","4","4","1","2","1","4","3","4","4","4","1","96","regularly","2","2","3","4","4","3","3","2","4","3","4","1","4","1","1","2","2","4","3","1","4","4","4","4","4","4","4","2","4","4","4","4","2","4","4","4","4","1","2","2","2","1","4","3","2","4","4","3","4","2"
"5353","Q2",-1.587648009887,"1",-1.5469325947439,"2","Montevideo",12,"M","Aprender","Urbano Quintil 2","3","1","3","1","4","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","96","2","4","2","3","3","4","1","1","1","1","2","96","96","96","96","96","1","0","0","0","0","2","96","96","96","96","96","96","96","96","96","2","1","1","1","2","2","1","1","1","1","1","1","1","4","4","4","2","2","2","2","2","2","2","1","1","1","1","2","2","2","1","2","3","2","1","3","2","1","4","4","4","2","2","2","2","4","4","3","3","3","3","1","1","1","1","2","2","2","3","2","2","1","3","2","1","2","2","2","2","96","3","3","2","2","2","1","1","4","4","2","1","96","regularly","3","3","1","2","2","2","4","1","1","4","2","3","4","3","3","1","1","4","1","2","2","4","4","4","1","2","4","1","3","1","1","2","1","3","2","2","3","4","1","1","2","1","4","2","4","1","2","1","1","4"
"5354","Q1",-0.559162745911427,"2",-0.557632662291055,"3","Interior",12,"M","Aprender","Urbano Quintil 1","4","1","3","1","5","4","1","1","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","96","1","3","3","1","3","1","2","1","2","1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","2","2","3","1","2","4","2","3","1","2","2","4","2","1","1","1","2","1","2","2","1","3","3","4","4","3","2","3","3","2","3","3","2","3","3","2","3","3","4","3","3","3","3","4","1","2","3","2","3","3","3","3","4","3","2","1","2","2","96","3","4","2","3","2","4","3","4","4","4","1","96","regularly","2","2","4","3","4","4","3","2","3","4","4","2","4","2","1","1","1","2","3","3","4","3","3","3","4","4","4","2","4","4","1","4","2","4","3","3","3","1","4","4","4","1","4","3","4","4","4","2","2","4"
